"Employee ID,Last Name,First Name,Date of Hire,Date of Birth,Age,Gender,Rating,Years of Service,Vacation Days,Units Made,Units Rejected,Days Absent ,Department,Salary"
"103514,Bartkowski,Joanna,30876,19783,66.1205479452055,F,D,35.841095890411,30,19849,3067,3,6008,33000"
"114524,Beck,Bradley,36149,21221,62.1808219178082,M,A,21.3945205479452,20,18000,2640,4,4312,70000"
"107258,Ben-Sachar,Ido,34233,20648,63.7506849315068,F,D,26.6438356164384,25,18565,2731,4,4509,77000"
"102015,Benson,Max,36486,27639,44.5972602739726,M,D,20.4712328767123,20,11670,1628,3,4509,97000"
"114432,Berge,Karen,35582,23800,55.1150684931507,F,E,22.9479452054795,20,15456,2153,1,4302,45000"
"107170,Berglund,Andreas,32221,20018,65.4767123287671,M,A,32.1561643835616,30,19186,2670,5,4370,93000"
"100112,Bergman,Ken,36967,27057,46.1917808219178,M,A,19.1534246575342,15,10803,1489,3,4302,58000"
"114688,Berry,Jo,36789,24272,53.8219178082192,F,E,19.641095890411,15,14991,2079,4,4302,76000"
"102345,Blakeman,Synthia,33270,23732,55.3013698630137,F,A,29.2821917808219,25,20569,2488,0,6008,48000"
"106480,Blose,Cleotilde,32031,20602,63.8767123287671,F,D,32.6767123287671,30,19966,2915,2,6005,41000"
"114910,Bockman,Anne,36027,18950,68.4027397260274,F,A,21.7287671232877,20,20240,3212,3,4509,43000"
"112438,Bogdan,Deadra,33324,23578,55.7232876712329,F,A,29.1342465753425,25,18602,1369,0,6006,99000"
"102306,Bonifaz,Luis,35226,24932,52.013698630137,M,D,23.9232876712329,20,14340,2055,3,4365,77000"
"110209,Boothe,Kiersten,29002,19657,66.4657534246575,F,A,40.9753424657534,30,18213,1841,1,6005,57000"
"114359,Borm,Paul,31566,23328,56.4082191780822,M,C,33.9506849315068,30,15922,2148,0,4370,55000"
"106575,Boseman,Randall,39008,26025,49.0191780821918,M,D,13.5616438356164,10,13262,1642,0,6004,74000"
"116282,Bott,Greg,31430,19612,66.5890410958904,M,E,34.3232876712329,30,19587,2894,0,4509,82000"
"112249,Bourne,Stephanie,28214,18784,68.8575342465753,F,D,43.1342465753425,30,20404,2785,5,4308,33000"
"108681,Bowen,Kimberly,35098,26301,48.2630136986301,F,E,24.2739726027397,20,12990,1839,3,5894,65000"
"114056,Boyle,Elizabeth,35701,20509,64.1315068493151,F,A,22.6219178082192,20,18702,2753,4,4308,50000"
"116758,Bradley,David,30876,19783,66.1205479452055,M,A,35.841095890411,30,19418,2867,4,4308,33000"
"108158,Bready,Richard,31038,20617,63.8356164383562,M,E,35.3972602739726,30,18596,2496,0,4365,27000"
"119860,Bremer,Ted,32693,21635,61.0465753424658,M,A,30.8630136986301,30,17592,2495,4,4509,99000"
"111834,Brooke,Patricia,33632,25127,51.4794520547945,F,D,28.2904109589041,25,14147,1944,4,4305,35000"
"100013,Brown,Robert,36063,26944,46.5013698630137,M,D,21.6301369863014,20,12355,1737,3,4308,26000"
"106483,Brown,Jo,36505,28190,43.0876712328767,F,C,20.4191780821918,20,11126,1541,3,4372,34000"
"109148,Browne,Kevin,35991,20777,63.3972602739726,M,E,21.827397260274,20,18438,2711,4,4372,83000"
"100090,Buhl,Karl,37802,28238,42.9561643835616,M,B,16.8657534246575,15,11079,1373,0,4509,83000"
"119882,Burkhalter,Willette,36019,20403,64.4219178082192,F,A,21.7506849315069,20,17430,1527,5,6005,53000"
"101622,Caine,Francis,34666,18300,70.1835616438356,M,D,25.4575342465753,25,18942,1790,3,6008,64000"
"105132,Camarillo,Laurie,30399,23220,56.7041095890411,F,E,37.1479452054795,30,10334,1332,3,6007,71000"
"103155,Campbell,David,35071,24385,53.5123287671233,M,B,24.3479452054795,20,14879,2141,3,4372,80000"
"118053,Campbell,Michael,36332,27998,43.613698630137,M,C,20.8931506849315,20,11316,1411,0,4509,61000"
"111043,Capron,Thi,28451,20661,63.7150684931507,M,E,42.4849315068493,30,13108,1900,1,6008,49000"
"115178,Carey,Richard,35066,24054,54.4191780821918,M,E,24.3616438356164,20,15206,2193,0,5894,82000"
"110888,Cargle,Buford,36700,23443,56.0931506849315,M,E,19.8849315068493,15,17450,1470,3,6006,97000"
"115025,Carlson,Ty,32427,18421,69.8520547945206,M,D,31.5917808219178,30,20762,2842,5,4308,42000"
"105496,Caron,Rob,35505,21286,62.0027397260274,M,D,23.158904109589,20,17936,2843,3,5894,85000"
"100244,Carpenter,Laura,33251,23873,54.9150684931507,F,E,29.3342465753425,25,13943,1911,4,4367,25000"
"107005,Castaneda,Marea,36827,22923,57.5178082191781,F,D,19.5369863013699,15,17477,2550,3,6006,73000"
"115658,Cavanaugh,Deana,35592,24183,54.0657534246575,M,A,22.9205479452055,20,15079,2093,4,4308,86000"
"119566,Chai,Sean,32980,24784,52.4191780821918,M,D,30.0767123287671,30,11046,1306,4,6007,94000"
"114271,Chamness,Theodore,34913,19958,65.641095890411,M,A,24.7808219178082,20,19246,2840,4,4372,36000"
"109352,Chapman,Greg,28430,18862,68.6438356164384,M,E,42.5424657534247,30,20327,2933,0,4303,68000"
"108903,Charney,Neil,36109,24304,53.7342465753425,M,A,21.5041095890411,20,14959,2186,3,6004,74000"
"110394,Chen,John,29527,19877,65.8630136986301,M,D,39.5369863013699,30,17164,2267,5,4305,68000"
"116813,Chor,Anthony,32242,20145,65.1287671232877,F,C,32.0986301369863,30,19061,2810,4,4372,46000"
"105780,Clayton,Jane,37152,27838,44.0520547945206,F,D,18.6465753424658,15,15245,3054,4,6006,31000"
"107600,Client,Tracey,34538,22340,59.1150684931507,M,D,25.8082191780822,25,16896,2304,4,4509,99000"
"110411,Coake,John,28357,19125,67.9232876712329,F,E,42.7424657534247,30,12845,1791,5,6006,83000"
"112735,Coatney,Cyndy,31061,21390,61.7178082191781,F,E,35.3342465753425,30,10628,1461,3,4302,81000"
"106273,Coleman,Pat,31870,18257,70.3013698630137,M,A,33.1178082191781,30,20923,3140,1,4370,26000"
"118989,Con,Aaron,37048,27744,44.3095890410959,F,D,18.9315068493151,15,12066,2900,0,6005,59000"
"100546,Coney,Denise,34622,22039,59.9397260273973,M,A,25.5780821917808,25,17193,2511,0,4370,42000"
"118509,Connelly,Peter,37826,25718,49.8602739726027,F,A,16.8,15,13565,1771,4,4305,96000"
"110768,Conroy,Stephanie,35742,24431,53.386301369863,M,D,22.5095890410959,20,14834,2134,3,4302,48000"
"101415,Cooper,Scott,36132,27394,45.2684931506849,F,D,21.441095890411,20,11912,1666,3,4302,79000"
"118274,Corets,Eva,36649,27659,44.5424657534247,M,E,20.0246575342466,20,11650,1464,4,4366,95000"
"104189,Cornfield,Danny,30462,18962,68.3698630136986,F,A,36.9753424657534,30,20228,2917,4,4371,65000"
"107852,Cox,Arlette,32226,23220,56.7041095890411,F,A,32.1424657534247,30,16028,2325,4,4305,71000"
"113215,Culbert,Becki,33866,18609,69.3369863013699,M,E,27.6493150684932,25,20576,3053,4,4372,38000"
"116965,Culp,Scott,35578,22373,59.0246575342466,F,E,22.958904109589,20,12970,1102,4,6008,28000"
"113565,Curley,Mariette,31579,21199,62.241095890411,F,D,33.9150684931507,30,19524,2638,5,6007,30000"
"101130,Cushenberry,Marilou,29527,22069,59.8575342465753,M,E,39.5369863013699,30,15096,2715,0,6007,68000"
"100617,Dacanay,Darren,31746,21713,60.8328767123288,M,A,33.4575342465753,30,17515,2563,4,5894,33000"
"111328,Dalal,Ketan,33960,18354,70.0356164383562,F,D,27.3917808219178,25,20828,3093,1,4302,54000"
"118382,Dale,Martha,34935,25767,49.7260273972603,M,C,24.7205479452055,20,13516,2136,2,4509,84000"
"105216,Danseglio,Mike,33615,23525,55.8684931506849,M,E,28.3369863013699,25,14490,1709,0,6008,100000"
"109902,Datta,Barney,33047,19110,67.9643835616438,F,D,29.8931506849315,25,20082,2974,4,4312,30000"
"119428,Daum,Deanna,36353,19987,65.5616438356164,M,E,20.8356164383562,20,19217,2835,4,4372,98000"
"100199,DeBroux,Steve,29002,19657,66.4657534246575,M,D,40.9753424657534,30,19543,2887,4,4302,57000"
"101801,Delaney,Aidan,39262,27771,44.2356164383562,F,A,12.8657534246575,10,17652,1173,5,6008,89000"
"108699,Delfino,Mirna,36860,28847,41.2876712328767,F,E,19.4465753424658,15,18619,2122,0,6005,32000"
"117007,Deramus,Sheron,30467,18164,70.5561643835617,F,E,36.9616438356164,30,21015,3336,3,4509,37000"
"103737,Dickmann,Gabriele,36389,21104,62.5013698630137,M,A,20.7369863013699,20,18115,2419,5,6004,59000"
"100596,Dirksen,Jay,38205,26477,47.7808219178082,M,A,15.7616438356164,15,12816,1651,1,4305,37000"
"105367,Dixon,Andrew,35552,28315,42.7452054794521,F,A,23.0301369863014,20,15104,1504,2,6008,26000"
"109991,Dobson,Elidia,31663,22458,58.7917808219178,F,D,33.6849315068493,30,20508,1741,0,6006,94000"
"109893,Dollard,Rozanne,36566,25343,50.8876712328767,F,E,20.2520547945205,20,13934,1830,4,4509,52000"
"102571,Dolliver,Kaarin,36637,19732,66.2602739726027,F,A,20.0575342465753,20,10765,2633,4,6008,53000"
"111442,Doran,Erna,39281,28627,41.8904109589041,M,A,12.813698630137,10,10695,1312,4,4308,25000"
"119552,Dowler,Anthony,35384,19983,65.572602739726,F,D,23.4904109589041,20,19221,2836,0,6004,30000"
"116130,Doyle,Patricia,31447,19035,68.1698630136986,F,C,34.2767123287671,30,20156,2985,4,4305,51000"
"114247,Dresen,Kate,27568,18913,68.5041095890411,M,D,44.9041095890411,30,20276,2925,1,4370,68000"
"104094,Dunn,Micheal,36312,20274,64.7753424657534,M,E,20.9479452054795,20,18934,2790,0,4509,79000"
"118765,Dunn,Matthew,34935,24719,52.5972602739726,F,D,24.7205479452055,20,14550,2088,0,5894,77000"
"109753,Durasoff,Dana,28161,18597,69.3698630136986,F,C,43.2794520547945,30,20588,2895,1,4370,52000"
"101318,Durkin,Cindy,34368,24839,52.2684931506849,F,D,26.2739726027397,25,14432,1910,0,5894,72000"
"106779,Egert,Amy,38381,28445,42.3890410958904,F,A,15.2794520547945,15,20394,2490,3,6007,41000"
"114177,Ellerman,Claretta,36699,26322,48.2054794520548,M,E,19.8876712328767,15,12969,1836,3,4372,39000"
"114479,Emanuel,Michael,31772,19268,67.5315068493151,M,D,33.386301369863,30,19926,2869,4,4305,93000"
"101274,Erickson,Gregory,34054,18989,68.2958904109589,F,D,27.1342465753425,25,20201,2993,4,4308,83000"
"116398,Esack,Patricia,33988,20899,63.0630136986301,M,E,27.3150684931507,25,18318,2531,4,4509,64000"
"114121,Fallon,Scott,33735,24994,51.8438356164384,F,A,28.0082191780822,25,14279,1885,4,6004,37000"
"105302,Fine,Suzan,34719,21248,62.1068493150685,M,A,25.3123287671233,25,17973,2556,4,4305,63000"
"113785,Fitzgerald,Charles,35630,27563,44.8054794520548,M,E,22.8164383561644,20,11745,1400,4,4509,53000"
"111263,Fleming,Brian,33824,23828,55.0383561643836,F,A,27.7643835616438,25,15429,2229,3,4312,32000"
"100223,Flood,Kathie,36368,23682,55.4383561643836,M,D,20.7945205479452,20,15573,2092,4,6004,35000"
"112467,Fluegel,Jay,37306,27837,44.0547945205479,F,C,18.2246575342466,15,11475,1596,3,4308,86000"
"106039,Focht,Kelly,33605,21663,60.9698630136986,F,A,28.3643835616438,25,14497,2458,2,6007,67000"
"101553,Forsberg,Angela,38002,28524,42.172602739726,M,D,16.3178082191781,15,10797,1701,1,4370,36000"
"117566,Fort,Garth,30712,20217,64.9315068493151,M,E,36.2904109589041,30,18990,2799,4,4305,34000"
"112194,Fortune,John,34968,18143,70.613698630137,M,B,24.6301369863014,20,21036,2966,5,4303,58000"
"107106,Fredericksen,John,33749,23734,55.2958904109589,M,B,27.9698630136986,25,15521,2004,0,4370,39000"
"114044,Frey,J÷rg,36204,19573,66.6958904109589,F,C,21.2438356164384,20,19625,3113,3,4302,62000"
"105441,Fuller,Joanna,30880,18783,68.8602739726027,F,E,35.8301369863014,30,13153,1950,0,6007,43000"
"107737,Fulmer,Kristel,32697,20223,64.9150684931507,M,E,30.8520547945205,30,18984,2798,4,6004,94000"
"113761,Funk,Don,32530,18867,68.6301369863014,M,D,31.3095890410959,30,20322,3012,4,4509,30000"
"104054,Galos,Mike,36259,26688,47.2027397260274,M,D,21.0931506849315,20,12608,1778,3,4365,27000"
"119667,Gambardella,Matthew,33126,21162,62.3424657534247,M,E,29.6767123287671,25,18058,2650,4,4509,36000"
"106144,Ganio,Jon,33859,25673,49.9835616438356,F,A,27.6684931506849,25,13609,1938,3,5894,94000"
"106136,Garmaise,Lisa,29653,21469,61.5013698630137,M,A,39.1917808219178,30,17755,2601,4,4308,45000"
"110843,Gavriluk,Erik,35410,21924,60.2547945205479,M,E,23.4191780821918,20,17307,2370,4,6004,91000"
"102743,Gerend,Jason,37539,27637,44.6027397260274,M,A,17.586301369863,15,11672,1548,4,4308,80000"
"106277,Getzinger,Tom,36019,20403,64.4219178082192,M,A,21.7506849315069,20,18807,2982,3,4302,53000"
"105987,Gillmann,Richard,33632,25127,51.4794520547945,F,D,28.2904109589041,25,13110,1762,0,6007,35000"
"105964,Gines,Becky,38440,26773,46.9698630136986,F,A,15.1178082191781,15,10540,2770,1,6008,62000"
"115129,Glaze,Marketta,35606,25680,49.9643835616438,M,E,22.8821917808219,20,13602,1777,0,6004,61000"
"109241,Glynn,James,31632,20050,65.3890410958904,M,A,33.7698630136986,30,19155,2665,0,4302,28000"
"107102,Gode,Scott,31313,22125,59.7041095890411,M,D,34.6438356164384,30,15667,2267,4,4308,74000"
"114746,Gode,Jack,36860,28847,41.2876712328767,M,C,19.4465753424658,15,10478,1277,4,4302,32000"
"112947,Goldberg,Jossef,30656,22115,59.7315068493151,M,D,36.4438356164384,30,16758,2442,4,4509,85000"
"101985,Goodhand,David,35815,18849,68.6794520547945,M,E,22.3095890410959,20,20339,2855,5,4308,75000"
"113060,Graff,Michael,36638,22594,58.4191780821918,M,D,20.0547945205479,20,16646,2424,4,4313,30000"
"104996,Graham,Derek,28846,18505,69.6219178082192,M,E,41.4027397260274,30,20679,3069,1,4509,75000"
"108342,Grande,Jon,36475,21593,61.1616438356164,M,A,20.5013698630137,20,17633,2795,3,4302,65000"
"102510,Gray,Andrew,38407,27347,45.3972602739726,M,A,15.2082191780822,15,11958,1674,3,4509,58000"
"115584,Greenberg,Richard,33973,26024,49.0219178082192,F,D,27.3561643835616,25,17663,2607,0,6007,68000"
"115810,Greenough,Mirian,31619,22835,57.758904109589,M,E,33.8054794520548,30,16408,2386,4,5894,70000"
"109662,Groncki,Douglas,36238,18228,70.3808219178082,M,E,21.1506849315068,20,14116,1061,4,6006,94000"
"101864,Guidry,Jarod,35938,27178,45.8602739726027,M,A,21.972602739726,20,12125,1700,3,4312,42000"
"102678,Guo,Bei-Jing,36326,22690,58.1561643835616,M,D,20.9095890410959,20,16551,2409,4,5894,75000"
"117609,Hall,Don,39372,27279,45.5835616438356,M,C,12.5643835616438,10,12025,1604,4,4509,43000"
"103332,Hamilton,David,35265,21371,61.7698630136986,M,D,23.8164383561644,20,17852,2537,4,4509,42000"
"114052,Hampton,Doug,40101,28506,42.2219178082192,M,E,10.5671232876712,10,10815,1523,3,4509,57000"
"117412,Hance,Jim,34302,23860,54.9506849315068,M,D,26.4547945205479,25,15397,2224,1,4302,57000"
"109439,Hanson,Mark,35168,25412,50.6986301369863,M,A,24.0821917808219,20,10554,2223,2,6006,64000"
"117175,Harber,Lou,34797,19758,66.1890410958904,M,C,25.0986301369863,25,19443,2871,4,5894,57000"
"112620,Harris,Keith,37099,28540,42.1287671232877,F,D,18.7917808219178,15,10781,1405,4,4302,74000"
"118379,Hart,Sherri,39403,27119,46.0219178082192,F,E,12.4794520547945,10,12183,1550,4,4509,100000"
"102403,Hartwig,Doris,34728,26509,47.6931506849315,M,D,25.2876712328767,25,12784,1726,4,4308,28000"
"116053,Harui,Roger,34887,19291,67.4684931506849,M,E,24.8520547945205,20,19904,2785,5,4308,44000"
"119919,Hassall,Mark,28363,19527,66.8219178082192,M,A,42.7260273972603,30,14122,1646,5,6006,43000"
"117663,Haubrich,Brooke,29675,18736,68.9890410958904,F,A,39.1315068493151,30,20451,3033,4,4372,97000"
"119138,Hector,Clair,35524,26810,46.8684931506849,M,A,23.1068493150685,20,12488,1759,3,4370,43000"
"105543,Henningsen,Jay,36472,19095,68.0054794520548,M,E,20.5095890410959,20,20097,2976,4,4509,87000"
"115227,Henshaw,Jeff,33614,18607,69.3424657534247,F,A,28.3397260273973,25,20578,3053,1,5894,39000"
"113112,Hensien,Kari,35066,21578,61.2027397260274,M,D,24.3616438356164,20,17648,2584,0,4365,76000"
"115691,Hepp,Achim,35003,24269,53.8301369863014,M,B,24.5342465753425,20,14994,2000,4,4365,50000"
"103310,Herlan,William,33056,22808,57.8328767123288,F,D,29.8684931506849,25,14892,2386,1,6008,69000"
"106883,Hetrick,Muriel,39106,26522,47.6575342465753,F,D,13.2931506849315,10,12167,2859,1,6006,36000"
"100734,Higgins,Janay,32980,24784,52.4191780821918,F,B,30.0767123287671,30,14486,2078,3,4305,94000"
"101331,Hightower,Kim,28887,19386,67.2082191780822,F,C,41.2904109589041,30,19810,2930,4,4509,38000"
"113297,Hinsch,Kathryn,32031,20602,63.8767123287671,F,E,32.6767123287671,30,18610,2738,4,4302,41000"
"115173,Hirsch,RisÚ,36395,22358,59.0657534246575,F,D,20.7205479452055,20,16879,2674,3,5894,62000"
"106807,Hjellen,Robin,29167,20396,64.441095890411,F,D,40.5232876712329,30,18814,2611,0,4302,34000"
"113472,Hoeing,Helge,35004,25721,49.8520547945205,F,E,24.5315068493151,20,13562,1930,3,5894,100000"
"112343,Hoffman,Barbara,34108,18772,68.8904109589041,M,A,26.986301369863,25,20415,3027,4,4308,52000"
"105307,Hohman,Bob,31183,20014,65.4876712328767,M,A,35,30,19190,2671,5,4308,55000"
"107599,Hollands,William,36721,27558,44.8191780821918,F,E,19.827397260274,15,16769,1715,1,6006,56000"
"114113,Hollingworth,Claudia,35653,25139,51.4465753424658,M,E,22.7534246575342,20,14136,2022,3,4509,65000"
"104532,Holm,Michael,37595,28316,42.7424657534247,F,A,17.4328767123288,15,11002,1521,3,4302,81000"
"109415,Hooper,Stephanie,30837,21255,62.0876712328767,M,D,35.9479452054794,30,17966,2555,4,4305,44000"
"103981,Hornig,Helmut,33583,22123,59.7095890410959,M,C,28.4246575342466,25,17110,2498,4,4308,57000"
"108698,Horton,William,37475,28178,43.1205479452055,M,D,17.7616438356164,15,11138,1575,3,5894,59000"
"101783,Houston,Peter,33572,18275,70.2520547945205,M,E,28.4547945205479,25,20906,3105,4,4365,78000"
"107425,Howard,Joe,30712,20217,64.9315068493151,F,C,36.2904109589041,30,14501,2914,4,6007,34000"
"101796,Howze,Allena,35215,21827,60.5205479452055,M,E,23.9534246575342,20,15692,2672,4,6006,77000"
"106908,Hsu,Billie,34410,26233,48.4493150684931,F,A,26.158904109589,25,13057,1850,3,4372,56000"
"108437,Huff,Arlene,35018,23281,56.5369863013699,F,A,24.4931506849315,20,15968,2315,0,4365,63000"
"117480,Inman,Katherine,36611,24369,53.5561643835616,F,D,20.1287671232877,20,14895,1984,4,6004,58000"
"117820,Iwema,Mariehe,36696,21896,60.3315068493151,F,E,19.8958904109589,15,17334,2374,4,4370,71000"
"105799,Jackson,Sue,32434,20547,64.027397260274,F,A,31.572602739726,30,18665,2779,4,4370,76000"
"113838,Jacobson,Lisa,29018,21006,62.7698630136986,M,A,40.9315068493151,30,18212,2674,1,4302,57000"
"104521,Jaffe,David,38281,28109,43.3095890410959,M,E,15.5534246575342,15,11206,1553,3,4303,82000"
"117407,Jamison,Jay,35500,24685,52.6904109589041,F,E,23.172602739726,20,18158,2240,1,6007,99000"
"106445,Jelks,Candida,34823,26839,46.7890410958904,F,A,25.027397260274,25,12459,1594,4,6004,82000"
"117664,Jennings,Laura,32742,21612,61.1095890410959,M,D,30.7287671232877,30,17614,2499,4,4370,71000"
"110758,Jensen,Stephen,34275,18923,68.4767123287671,M,C,26.5287671232877,25,20266,3216,1,4370,44000"
"116149,Johnson,David,35421,26671,47.2493150684932,M,D,23.3890410958904,20,12625,1780,3,4365,49000"
"119904,Johnston,Tom,31633,21568,61.2301369863014,F,D,33.7671232876712,30,17658,2586,0,4365,43000"
"102511,Jones,Beverly,29955,19674,66.4191780821918,F,E,38.3643835616438,30,17365,2459,4,4509,34000"
"114493,Jones,Amy,28395,19194,67.7342465753425,F,E,42.6383561643836,30,17838,2535,4,4305,39000"
"114678,Jordan,Katie,36283,27429,45.172602739726,F,A,21.027397260274,20,11877,1421,4,6004,53000"
"105699,Kaethler,Judy,32404,22882,57.6301369863014,F,A,31.6547945205479,30,16362,2378,4,4308,42000"
"108557,Kahn,Wendy,29445,20601,63.8794520547945,M,E,39.7616438356164,30,18611,2738,4,4302,78000"
"112102,Kaplan,Richard,33712,19634,66.5287671232877,F,A,28.0712328767123,25,19565,2891,4,4302,39000"
"118798,Kearney,Bonnie,33121,19647,66.4931506849315,M,D,29.6904109589041,25,19552,2889,1,5894,71000"
"105054,Keil,Kendall,34415,27401,45.2493150684932,F,C,26.1452054794521,25,11905,1665,3,5894,34000"
"112560,Kelley,Jill,36292,23816,55.0712328767123,M,E,21.0027397260274,20,15440,2231,3,4308,86000"
"103971,Kelly,John,37130,27238,45.6958904109589,M,D,18.7068493150685,15,10624,1673,2,4509,45000"
"109875,Kelly,Robert,38422,28540,42.1287671232877,M,B,15.1671232876712,15,10781,1485,3,4509,74000"
"119587,Kelly,Peter,35571,27342,45.4109589041096,M,B,22.9780821917808,20,11963,1435,4,4370,84000"
"119850,Kennedy,Kevin,30045,20450,64.2931506849315,F,C,38.1178082191781,30,18760,2602,5,4370,49000"
"108286,Khanna,Karan,33777,23182,56.8082191780822,F,E,27.8931506849315,25,16066,2331,4,4372,90000"
"105274,Kilwine,Monica,37048,27744,44.3095890410959,M,D,18.9315068493151,15,11566,1643,3,4302,59000"
"105020,Kim,Shane,32770,24753,52.5041095890411,M,A,30.6520547945205,30,14516,1923,4,4308,30000"
"111883,Kim,Jim,29699,18818,68.7643835616438,M,A,39.0657534246575,30,11384,1580,1,6006,41000"
"110288,Kincer,Al,28395,21385,61.7315068493151,F,A,42.6383561643836,30,13788,3196,1,6008,39000"
"116554,Kirkwood,Phebe,38402,28776,41.4821917808219,M,D,15.2219178082192,15,10548,1368,3,4302,82000"
"115197,Kirtland,Pat,36701,20126,65.1808219178082,F,D,19.8821917808219,15,16434,1783,5,6006,26000"
"108948,Kleiber,Carly,38483,28437,42.4109589041096,M,E,15,15,10883,1715,2,6001,27000"
"118222,Knorr,Stefan,35652,24271,53.8246575342466,F,A,22.7561643835616,20,14992,2372,2,4370,70000"
"119089,Kobara,Linda,35887,27272,45.6027397260274,F,A,22.1123287671233,20,12032,1686,3,5894,55000"
"113667,Kobylka,Mary,35784,24978,51.8876712328767,M,E,22.3945205479452,20,14294,2048,3,4308,75000"
"101188,Koch,Reed,30304,21611,61.1123287671233,F,A,37.4082191780822,30,17615,2579,4,5894,39000"
"100050,Koduri,Sunil,34877,26672,47.2465753424658,M,D,24.8794520547945,20,12624,1620,0,6004,53000"
"104206,Krakowski,Alix,33094,24608,52.9013698630137,M,C,29.7643835616438,25,14659,1946,0,4370,44000"
"114901,Kress,Peter,33222,24155,54.1424657534247,F,E,29.413698630137,25,19229,3035,5,6006,53000"
"101961,Kroh,Madalene,35491,26751,47.0301369863014,F,D,23.1972602739726,20,12546,1768,3,4308,72000"
"104501,Kunze,Cornelia,36238,18228,70.3808219178082,M,A,21.1506849315068,20,20952,3113,4,4302,94000"
"110710,LaBrie,Ryan,35197,25661,50.0164383561644,M,A,24.0027397260274,20,13621,1700,4,4509,42000"
"112295,Lang,Eric,36104,18865,68.6356164383562,F,A,21.5178082191781,20,20324,3012,1,5894,26000"
"113066,Larsen,Ashley,31784,21917,60.2739726027397,M,D,33.3534246575342,30,17313,2531,4,4312,84000"
"100483,Lawler,Frank,38070,28285,42.827397260274,F,A,16.1315068493151,15,12542,1052,5,6007,56000"
"107406,Leathers,Imelda,32791,21158,62.3534246575342,M,E,30.5945205479452,30,18062,2570,4,4509,84000"
"103131,Lee,Frank,28598,20428,64.3534246575342,M,D,42.0821917808219,30,18782,2766,4,5894,32000"
"111389,Lee,Mark,33085,22543,58.558904109589,F,A,29.7890410958904,25,16696,2432,4,4308,100000"
"100122,Lenehan,Jolie,35552,26123,48.7506849315068,F,A,23.0301369863014,20,11003,1521,3,4305,26000"
"101655,Leonetti,Audrey,31663,22458,58.7917808219178,F,E,33.6849315068493,30,16780,2445,4,4302,94000"
"114361,Leste,Linda,36373,25064,51.6520547945205,M,A,20.7808219178082,20,14210,2034,3,4372,92000"
"118303,Levy,Steven,36541,18159,70.5698630136986,F,D,20.3205479452055,20,21020,2884,0,6004,53000"
"104557,Lew,Judy,33256,18162,70.5616438356164,M,C,29.3205479452055,25,21017,3123,4,5894,83000"
"111746,Loudon,David,38533,28292,42.8082191780822,F,D,14.8630136986301,10,11026,1525,3,4365,100000"
"110872,Luehmann,Amy,34752,20914,63.0219178082192,M,E,25.2219178082192,25,18303,2529,4,6004,92000"
"115332,Lugo,Jose,35199,24751,52.5095890410959,M,D,23.9972602739726,20,14518,2083,3,4509,68000"
